Crisis ID,Type of Personal Crisis,What,Where,When,How,Severity,Duration
211,Substance Abuse,addiction,"821 Heather Haven, West Alexandraside, KS 18882",04-12-2021 04:57,alcoholism,very high,within 4 hours
212,Relationship Issue,relationship issue,"385 Woods Bypass, Campbelltown, UT 08934",23-01-2020 23:14,family conflict,very high,within 1 hour
213,Substance Abuse,addiction,"PSC 2481, Box 0800, APO AP 44907",18-08-2020 19:02,drug abuse,low,within 2 hours
214,Relationship Issue,breakup,"581 Gregory Shores, Ronaldtown, RI 25742",17-11-2022 21:21,loneliness,moderate,within 3 hours
215,Financial Problem,money issue,"06192 Snyder Run, Marthachester, NV 82427",08-02-2024 06:09,poverty,low,within 2 hours
216,Relationship Issue,loneliness,"7593 Sanford Loop, Michaelmouth, OR 00834",16-08-2022 08:52,family conflict,very high,within 5 hours
217,Health Issue,illness,"41698 Brennan Path, South Mary, HI 21973",25-05-2022 07:44,injury,moderate,within 6 hours
218,Substance Abuse,substance abuse,"USNV Gonzalez, FPO AE 94471",15-01-2021 01:17,drug abuse,very high,within 4 hours
219,Financial Problem,money issue,"4346 Linda Street, Rodriguezville, NC 74245",05-04-2024 09:19,financial problem,very high,within 3 hours
220,Relationship Issue,breakup,"52867 Rebecca Inlet Suite 476, West Joseph, AS 61403",30-12-2021 21:39,divorce,high,within 5 hours
221,Substance Abuse,drug abuse,"Unit 8571 Box 9880, DPO AA 54467",10-06-2023 22:01,dependency,moderate,within 2 hours
222,Relationship Issue,divorce,"37219 Joshua Via, Vanessaport, DE 97386",11-03-2023 01:14,family conflict,low,within 1 hour
223,Relationship Issue,breakup,"05622 David Glen, Kathleenshire, WI 40803",30-01-2020 17:40,family conflict,low,within 3 hours
224,Relationship Issue,family conflict,"22115 Kristin Hollow Apt. 763, Lake Wayne, TN 17163",21-03-2024 00:46,loneliness,very low,within 6 hours
225,Substance Abuse,drug abuse,"0527 Price Centers, South Mariofurt, HI 82776",12-08-2020 23:43,substance abuse,very low,within 1 hour
226,Mental Health Concern,trauma,"66306 Brittany Skyway Suite 359, Autumntown, NJ 49277",06-03-2020 23:45,trauma,very high,within 3 hours
227,Relationship Issue,divorce,"603 May Hill Apt. 205, Palmerfort, MD 33698",06-02-2020 13:17,family conflict,low,within 4 hours
228,Financial Problem,bankruptcy,"809 Daniel Mills, Port Rachel, MP 69163",14-10-2022 00:13,debt,very high,within 2 hours
229,Financial Problem,money issue,"773 Smith Prairie, Port Michaeltown, LA 18513",01-11-2021 03:53,poverty,very high,within 2 hours
230,Substance Abuse,drug abuse,"3726 Jimenez Road Suite 596, Lake Theodorefurt, NY 26178",14-09-2021 20:46,dependency,moderate,within 5 hours
231,Substance Abuse,substance abuse,"72222 Jones Crossroad Suite 014, West Bryce, RI 00993",27-03-2024 01:25,alcoholism,very high,within 4 hours
232,Relationship Issue,relationship issue,"9794 Bernard Pine, West Brittany, GA 32278",19-08-2022 00:17,relationship issue,very high,within 3 hours
233,Relationship Issue,loneliness,"6753 Christina Corners Apt. 622, West Robert, DE 18773",25-09-2022 03:05,divorce,very high,within 5 hours
234,Mental Health Concern,depression,"4693 Harris Court, Donnastad, NH 90584",27-05-2021 08:24,stress,very high,within 2 hours
235,Health Issue,medical condition,"123 Michelle Cliff, West Sherry, GA 22204",10-08-2020 03:51,health issue,very high,within 1 hour
236,Relationship Issue,divorce,"14599 Howard Wall Suite 357, Jessicamouth, IN 26261",08-08-2023 05:53,breakup,very high,within 5 hours
237,Financial Problem,money issue,"Unit 4501 Box 2339, DPO AE 77079",30-05-2022 04:07,bankruptcy,high,within 2 hours
238,Health Issue,illness,"381 Christina Course Apt. 677, Pamelaburgh, IN 92722",27-01-2021 22:40,sickness,very high,within 3 hours
239,Mental Health Concern,anxiety,"Unit 9109 Box 1140, DPO AA 49558",26-10-2021 01:08,stress,low,within 1 hour
240,Relationship Issue,breakup,"15357 Angela Brook, Greentown, AR 56146",18-12-2021 20:13,loneliness,very low,within 6 hours
241,Health Issue,sickness,"1608 Black Ford Apt. 996, East Larryview, MS 41125",21-06-2023 23:21,injury,very low,within 5 hours
242,Relationship Issue,family conflict,"596 Montgomery Road, Matthewstad, ME 14815",30-06-2020 01:19,loneliness,very high,within 3 hours
243,Substance Abuse,addiction,"089 Wilson Bypass, Hallview, UT 77777",18-10-2021 14:19,substance abuse,very low,within 4 hours
244,Financial Problem,debt,"92124 Nelson Manor Suite 560, Carriebury, AR 54097",05-04-2023 16:37,money issue,very low,within 2 hours
245,Health Issue,injury,"2839 Lisa Tunnel, Jacksonstad, ID 02157",01-08-2020 04:14,medical condition,high,within 1 hour
246,Health Issue,illness,"221 Travis River, Michaelfort, NY 26978",09-07-2021 08:12,injury,moderate,within 3 hours
247,Financial Problem,poverty,"2410 Koch Ford Suite 551, Johnland, VT 73443",18-04-2020 19:09,financial problem,low,within 2 hours
248,Financial Problem,bankruptcy,"37782 Mark Rapid, Lake Robertburgh, KY 32629",30-12-2021 14:40,poverty,low,within 5 hours
249,Relationship Issue,loneliness,"205 Calhoun Islands Suite 776, New Timothy, AR 65054",06-12-2022 19:40,divorce,low,within 2 hours
250,Health Issue,illness,"1625 Cody Burg Suite 194, South Scott, SD 25778",19-09-2020 13:52,illness,very low,within 5 hours
251,Relationship Issue,loneliness,"80246 Maurice Lock Suite 826, East Susanmouth, CA 75884",13-04-2020 18:08,breakup,low,within 2 hours
252,Health Issue,health issue,"USNS Miles, FPO AE 04646",13-08-2023 22:05,sickness,low,within 2 hours
253,Substance Abuse,alcoholism,"9129 Heidi View Suite 826, West Julie, WA 70710",26-05-2022 19:51,alcoholism,low,within 2 hours
254,Health Issue,illness,"91611 Eric Falls Apt. 874, East Ashleytown, NC 17258",07-02-2020 16:50,sickness,low,within 4 hours
255,Health Issue,illness,"9007 Chad Mall Suite 160, Walkerland, WI 60030",16-07-2023 13:31,health issue,high,within 3 hours
256,Health Issue,injury,"119 Randall Hills Apt. 337, Fredchester, FM 26741",02-05-2022 21:39,health issue,low,within 6 hours
257,Substance Abuse,dependency,"56405 Rebecca Terrace, Barkerside, VI 32104",30-12-2020 13:19,dependency,low,within 4 hours
258,Financial Problem,bankruptcy,"47574 Cole Springs, Bradleyfurt, GU 47159",16-12-2020 09:57,poverty,high,within 1 hour
259,Substance Abuse,dependency,"607 Mary Square, Reedville, VA 20980",01-08-2023 07:08,drug abuse,very high,within 5 hours
260,Mental Health Concern,trauma,"628 Shawn Hollow, South Ashley, ND 62106",06-07-2021 23:12,mental health concern,moderate,within 1 hour
261,Financial Problem,bankruptcy,"462 Robbins Mountains Apt. 751, Frenchton, VT 70030",24-08-2020 20:57,debt,moderate,within 2 hours
262,Health Issue,health issue,"011 Goodwin Plaza Suite 367, South Tammy, GU 85435",29-12-2021 12:37,medical condition,moderate,within 6 hours
263,Relationship Issue,divorce,"25330 Reese Landing Suite 988, West Aprilhaven, LA 32658",28-06-2023 11:49,divorce,very high,within 5 hours
264,Mental Health Concern,anxiety,"642 Dunn Inlet Suite 702, North Chris, RI 98997",07-06-2021 17:32,anxiety,low,within 1 hour
265,Mental Health Concern,trauma,"71379 Johnson Hills, Lake Steven, MN 16926",15-05-2022 05:35,mental health concern,very low,within 6 hours
266,Substance Abuse,substance abuse,"1954 Pierce Vista Suite 918, Mariefurt, PR 80256",13-11-2022 16:11,addiction,very high,within 4 hours
267,Relationship Issue,loneliness,"86821 William Summit Apt. 608, North Patrickfurt, WY 80739",02-02-2021 03:31,loneliness,very high,within 1 hour
268,Mental Health Concern,depression,"6539 Eric Station, Smithmouth, IN 68117",15-03-2023 12:18,depression,low,within 4 hours
269,Mental Health Concern,mental health concern,"317 Molina Ville Suite 397, South Jennifer, GU 88070",06-02-2024 11:34,anxiety,moderate,within 1 hour
270,Financial Problem,poverty,"251 Nicole Parkway, Dianaburgh, SC 58163",12-06-2022 12:46,bankruptcy,very low,within 2 hours
271,Substance Abuse,addiction,"3916 Michael Ridges Apt. 591, South Carolineside, FL 14388",07-10-2021 12:37,addiction,very high,within 1 hour
272,Relationship Issue,relationship issue,"45216 Brown Manors, Alyssastad, GU 46141",01-11-2021 16:27,breakup,low,within 4 hours
273,Financial Problem,debt,"06352 Scott Vista Apt. 888, East Jamie, MT 69117",14-01-2021 18:57,poverty,low,within 6 hours
274,Substance Abuse,addiction,"02853 Jacob Street, Lewisfurt, CO 27184",21-03-2021 09:11,alcoholism,very high,within 6 hours
275,Financial Problem,financial problem,"8913 Christopher Island, Natalieview, MT 63187",31-12-2022 06:16,poverty,very high,within 4 hours
276,Relationship Issue,loneliness,"699 Daniel Villages Apt. 491, Glendamouth, CO 01711",31-03-2021 13:01,loneliness,low,within 2 hours
277,Health Issue,medical condition,"9053 Jason Throughway Apt. 147, West Joshuastad, NY 79648",01-09-2020 08:24,health issue,low,within 2 hours
278,Financial Problem,money issue,"42143 Shaw Rest, Elizabethborough, VI 59305",03-03-2022 17:58,debt,low,within 2 hours
279,Substance Abuse,alcoholism,"47316 Phillips Ville Suite 551, Stoneside, ID 00737",04-02-2020 13:15,drug abuse,low,within 5 hours
280,Financial Problem,money issue,"242 Kimberly Circle Apt. 673, Lake Danielberg, MI 48211",22-10-2021 05:35,debt,moderate,within 5 hours
281,Mental Health Concern,anxiety,"Unit 7192 Box 8221, DPO AP 42842",02-12-2023 16:53,stress,moderate,within 6 hours
282,Substance Abuse,addiction,"PSC 0803, Box 4566, APO AE 85633",14-08-2020 08:10,dependency,very high,within 1 hour
283,Health Issue,health issue,"508 Hughes Passage Suite 740, Johnberg, NY 44496",16-10-2021 22:18,injury,very low,within 4 hours
284,Mental Health Concern,mental health concern,"71327 Lisa Land, East Patrick, ME 33087",31-12-2023 04:07,depression,very low,within 4 hours
285,Substance Abuse,addiction,"8540 Williams Isle, Lake Kristenville, ME 65722",21-09-2023 23:16,substance abuse,low,within 1 hour
286,Relationship Issue,breakup,"26911 Meghan Plain, North Adamhaven, VT 37825",24-01-2022 00:34,relationship issue,very high,within 1 hour
287,Mental Health Concern,trauma,"314 Henderson Junction, Jacksontown, RI 55417",12-12-2020 14:36,anxiety,moderate,within 1 hour
288,Substance Abuse,substance abuse,"5481 Wise Trafficway, South Carol, HI 05195",24-07-2021 01:53,drug abuse,moderate,within 3 hours
289,Financial Problem,poverty,"68920 Escobar Pines, Desireeborough, LA 81580",10-05-2021 10:53,poverty,very high,within 3 hours
290,Mental Health Concern,trauma,"428 Roberts Expressway, Lindsayton, MD 60985",21-03-2023 12:24,mental health concern,moderate,within 6 hours
291,Financial Problem,financial problem,"525 Miller Passage, Millerbury, ID 05470",21-03-2021 05:15,money issue,very low,within 5 hours
292,Financial Problem,poverty,"73255 Jamie Inlet Apt. 373, North Jamestown, MA 68334",05-03-2021 04:10,debt,high,within 1 hour
293,Relationship Issue,breakup,"28091 Carter Greens Apt. 850, West Taylor, GA 69094",11-01-2023 09:15,family conflict,moderate,within 5 hours
294,Financial Problem,financial problem,"62577 Nicholas Corners Suite 732, East Josephshire, ME 41929",13-05-2021 17:13,financial problem,very low,within 1 hour
295,Health Issue,sickness,"809 Johnson Rue Suite 853, East William, MH 10522",09-08-2023 09:38,injury,very low,within 6 hours
296,Financial Problem,poverty,"18867 Shelton Islands, West Michelle, ID 18550",13-11-2022 02:02,poverty,very high,within 4 hours
297,Financial Problem,money issue,"USNV Clay, FPO AP 68323",07-04-2021 04:19,bankruptcy,low,within 1 hour
298,Health Issue,injury,"8175 Thomas Vista, New Jordan, MS 54584",07-04-2022 12:17,health issue,high,within 2 hours
299,Substance Abuse,drug abuse,"Unit 2620 Box 1056, DPO AA 04036",01-08-2021 02:35,dependency,very low,within 1 hour
300,Substance Abuse,dependency,"296 Pham Station, New Rebecca, RI 94101",10-12-2022 14:19,dependency,high,within 6 hours
301,Substance Abuse,addiction,"1731 Leonard Cliff, Mollyborough, WV 20028",06-07-2022 17:10,dependency,high,within 4 hours
302,Mental Health Concern,stress,"715 Miles Lights Suite 524, Princeville, TX 78331",07-01-2023 02:34,stress,moderate,within 3 hours
303,Financial Problem,bankruptcy,"7729 Smith Turnpike Apt. 064, Kyletown, LA 61500",14-05-2020 09:56,debt,very high,within 4 hours
304,Financial Problem,financial problem,"69358 Espinoza Row Apt. 652, Lake Josechester, OH 01963",06-07-2022 21:16,poverty,moderate,within 1 hour
305,Substance Abuse,drug abuse,"66030 Stevenson Light Suite 651, Foxhaven, AZ 66870",28-02-2024 05:14,alcoholism,moderate,within 5 hours
306,Financial Problem,debt,"7109 Hodges Manors Suite 994, Aliciahaven, HI 80128",31-10-2021 03:10,debt,very low,within 6 hours
307,Health Issue,medical condition,"13569 Fernandez Avenue, North Victoriafurt, ME 91360",25-02-2023 18:52,injury,very low,within 5 hours
308,Financial Problem,debt,"22412 Matthew Brooks, Richardhaven, MI 85925",18-04-2021 05:27,poverty,moderate,within 2 hours
309,Financial Problem,bankruptcy,"47517 Hamilton Stravenue Apt. 383, South Williamfurt, NJ 27728",13-01-2024 12:23,money issue,very high,within 1 hour
310,Financial Problem,financial problem,"5632 Steven Keys Suite 924, New Diane, AK 96764",06-12-2020 07:15,poverty,very low,within 5 hours
311,Substance Abuse,addiction,"Unit 9469 Box 5301, DPO AP 19705",08-09-2020 22:08,drug abuse,very low,within 3 hours
312,Health Issue,illness,"USNV Turner, FPO AA 73614",12-11-2023 11:52,sickness,low,within 6 hours
313,Relationship Issue,divorce,"839 Scott Dale Apt. 935, Samanthaport, GA 94720",24-09-2020 15:09,breakup,moderate,within 5 hours
314,Health Issue,medical condition,"2756 Gilbert Lodge, North William, MI 75931",04-01-2024 03:09,illness,low,within 5 hours
315,Relationship Issue,family conflict,"936 Phyllis Spring, Lake Matthewfort, SD 79585",21-04-2020 22:45,relationship issue,very low,within 5 hours
316,Substance Abuse,addiction,"6919 Hurst Common Suite 040, Averyfort, ME 93019",15-02-2023 21:55,alcoholism,very high,within 1 hour
317,Mental Health Concern,mental health concern,"0571 Villarreal Light Apt. 568, Emilystad, IN 86256",18-11-2022 03:15,mental health concern,low,within 3 hours
318,Financial Problem,bankruptcy,"59984 Riley Crossing Suite 371, Lake Jessicaville, HI 09634",07-04-2024 04:39,money issue,low,within 6 hours
319,Health Issue,sickness,"903 Trevino Lights, Lake Brittany, CT 73263",27-07-2022 16:11,sickness,moderate,within 2 hours
320,Substance Abuse,addiction,"0925 Brooks Springs Apt. 743, North Stevenchester, SD 37000",05-05-2020 01:35,addiction,very high,within 5 hours
321,Relationship Issue,family conflict,"43442 Jones Stream Suite 125, Victorberg, DE 20269",30-09-2021 05:49,family conflict,very high,within 3 hours
322,Financial Problem,financial problem,"8842 Cole Meadow Apt. 958, Lisaburgh, WY 08367",16-09-2021 13:59,financial problem,low,within 6 hours
323,Financial Problem,financial problem,"2918 Wilson Circle Apt. 706, Lake Amandaborough, GA 64535",06-11-2023 15:46,poverty,low,within 2 hours
324,Substance Abuse,drug abuse,"522 Anderson Streets Apt. 516, North Barbarafurt, TX 28991",19-05-2022 18:49,dependency,moderate,within 6 hours
325,Financial Problem,bankruptcy,"438 Joseph Estates Suite 431, West Aaron, PR 72581",21-11-2021 22:00,debt,low,within 6 hours
326,Financial Problem,bankruptcy,"1549 Ryan Passage Suite 692, Brendaville, NV 07223",10-08-2021 11:46,poverty,low,within 1 hour
327,Mental Health Concern,mental health concern,"Unit 1849 Box 9946, DPO AE 01832",28-08-2023 14:33,mental health concern,moderate,within 6 hours
328,Mental Health Concern,depression,"211 Cameron Roads, Josephchester, CA 72955",21-10-2022 13:58,trauma,very low,within 2 hours
329,Substance Abuse,addiction,"144 Julie Overpass, Woodview, PA 37273",25-04-2023 18:21,addiction,high,within 6 hours
330,Financial Problem,debt,"09210 Richardson Circle Suite 264, Lisabury, VI 64970",28-03-2023 02:26,poverty,very low,within 1 hour
331,Financial Problem,financial problem,"680 Hayes Via, Nicholasside, FL 93121",20-06-2021 10:14,poverty,very high,within 1 hour
332,Substance Abuse,addiction,"PSC 2722, Box 4591, APO AE 54985",06-06-2021 11:34,alcoholism,high,within 6 hours
333,Substance Abuse,dependency,"218 Micheal Square Apt. 359, Jenniferfort, UT 05281",24-02-2024 02:12,addiction,high,within 1 hour
334,Relationship Issue,relationship issue,"567 Lucas Forks, East John, WY 86028",06-06-2022 00:30,family conflict,low,within 4 hours
335,Mental Health Concern,depression,"43915 Frank Overpass, West Tiffanybury, AZ 88600",21-03-2020 11:39,anxiety,very high,within 1 hour
336,Financial Problem,poverty,"35368 Christine Common, Hickmanton, CA 86128",28-12-2021 17:46,financial problem,moderate,within 6 hours
337,Financial Problem,financial problem,"62315 Amy Walk, Cameronmouth, MT 04579",21-06-2022 16:56,financial problem,very low,within 4 hours
338,Mental Health Concern,mental health concern,"3173 Joshua Circles Apt. 399, North Daniel, AL 11242",11-08-2021 16:58,stress,very low,within 3 hours
339,Relationship Issue,loneliness,"1617 Brown Corners Suite 543, New Ellen, WA 30760",28-01-2021 03:54,divorce,low,within 1 hour
340,Mental Health Concern,trauma,"937 Connor Shores, South Raven, AL 34359",26-04-2022 23:26,anxiety,very high,within 2 hours
341,Health Issue,sickness,"6086 Arthur Lock Apt. 609, West Williamchester, VA 14174",29-01-2024 16:13,injury,high,within 6 hours
